series_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,acousticness
Silicon Valley,1WSlv7SGjBpf6ZKxbEkDlz,0.66,0.817,7.0,-2.87,1.0,0.206,0.0,0.257,0.424,101.73,0.0758
Silicon Valley,4ZnKSrukEcPuMxGrcZEEh1,0.853,0.884,1.0,-6.771,1.0,0.0836,6.83e-06,0.0313,0.668,124.542,0.0394
Silicon Valley,21dqFB02mxFTW7OuWJVO5W,0.643,0.691,7.0,-7.505,1.0,0.0627,0.0,0.0939,0.734,148.365,0.61
Silicon Valley,559g47APeiUpNtX6xhxZhi,0.796,0.555,10.0,-7.657,0.0,0.0876,2.1e-06,0.0644,0.961,74.997,0.263
Silicon Valley,2GyrPQuduYEBO1oPLzair5,0.519,0.893,11.0,-5.61,1.0,0.0548,0.852,0.158,0.413,119.914,0.00161
Silicon Valley,4IF1Et3YM0VjgeHEtmCKz2,0.695,0.738,1.0,-5.828,1.0,0.266,8.82e-05,0.0721,0.426,144.901,0.322
Silicon Valley,0SUzpkI6GWBCQeHbmEXyz2,0.782,0.991,2.0,-8.183,1.0,0.087,0.871,0.331,0.775,96.009,0.00513
Silicon Valley,2r6JhvSzpVZ2UaHPMptWRO,0.441,0.9,8.0,-4.03,1.0,0.095,0.462,0.253,0.465,119.141,0.0109
Silicon Valley,1F0MB3HekJ2boPnZsowdRg,0.902,0.929,1.0,-5.51,1.0,0.185,1.97e-06,0.285,0.619,107.008,0.364
Silicon Valley,0sAJQqc0wyYJD3v4Odt0Ga,0.895,0.737,0.0,-4.802,1.0,0.156,0.106,0.131,0.816,96.874,0.0284
Silicon Valley,2MfiUy311FNVeoI0crQDmE,0.66,0.6,2.0,-9.771,1.0,0.338,0.0,0.0897,0.387,82.948,0.0141
Silicon Valley,4jjhUjvxb0ry7jQMj732nj,0.423,0.92,3.0,-4.46,0.0,0.0495,0.0,0.136,0.468,157.478,0.00972
Silicon Valley,6MhXdULbWR25w14Q6Mj8Fp,0.739,0.752,0.0,-8.954,1.0,0.0486,4.96e-06,0.181,0.793,94.005,0.198
Silicon Valley,67P7Mi7VioY6cZ4AVQ7MrP,0.691,0.69,10.0,-8.065,1.0,0.0722,0.825,0.0534,0.598,178.009,0.00953
Silicon Valley,2jAWe3VrCAzKf3JPZEj6t3,0.872,0.905,1.0,-5.144,1.0,0.0383,0.751,0.0896,0.778,110.595,0.149
Silicon Valley,6TdoDstYM40wBaBmIzArij,0.726,0.584,0.0,-8.626,1.0,0.0323,0.0,0.111,0.92,94.012,0.617
Silicon Valley,46eQHV4f5npqYBYviCrG8V,0.705,0.889,7.0,-4.764,1.0,0.0636,0.782,0.104,0.205,92.936,8.91e-05
Silicon Valley,1H5tvpoApNDxvxDexoaAUo,0.869,0.887,0.0,-4.505,1.0,0.0993,0.0,0.148,0.784,129.221,0.0605
Silicon Valley,7uS1nm63bTYS9qRS99n7Uy,0.895,0.665,6.0,-6.285,0.0,0.224,0.0,0.236,0.734,107.654,0.3
Silicon Valley,26vQ7gqMFpKWOcU4C1bn3q,0.564,0.929,5.0,-7.956,0.0,0.0666,0.815,0.11,0.347,170.048,0.00599
